업종,작업,발생형태,질문,가중치,law_ref
제조업,건설기계를 사용하는 작업,끼임,"건설기계 운전자와 주변 작업자 간에 작업 상황에 대한 의사소통(신호, 지시)을 하면서 작업을 진행하고 있는가?",3,"1964,2275,1731"
제조업,건설기계를 사용하는 작업,끼임,건설기계를 이용하여 중량물을 이동·조작할 때 보조운반기구를 사용하고 있는가?,3,"1964,1962"
제조업,건설기계를 사용하는 작업,끼임,"건설기계 운전 시작 전에 설비의 설치 상태, 방호장치, 주요 구조부분(용접부, 볼트 등)의 균열·변형·부식·마모·탈락 등을 점검하고 있는가?",2,"2104,2136,1575"
제조업,건설기계를 사용하는 작업,끼임,건설기계 결함이 발견되었을 때 즉시 관리자에게 보고하고 조치 전까지 사용을 금지하는 규정이 마련되어 있는가?,2,"1573,1575,954"
제조업,고소작업대 사용 작업,떨어짐,고소작업대 작업발판 주변에 안전난간이 제대로 설치되어 있고 양호한 상태인가?,9,"1712,1487"
제조업,고소작업대 사용 작업,떨어짐,작업자가 안전대를 착용하고 주변 구조물 또는 생명줄에 안전대를 체결하고 있는가?,9,"1489,1486"
제조업,고소작업대 사용 작업,떨어짐,고소작업대를 상승시킨 상태에서 이동하거나 작업 중 무게중심 변화가 발생하지 않도록 관리하고 있는가?,3,"1713,1714"
제조업,고소작업대 사용 작업,떨어짐,작업자가 고소작업대 작업발판 외부로 신체를 이탈하여 작업하지 않도록 관리하고 있는가?,2,"1483,1486"
제조업,고소작업대 사용 작업,떨어짐,차량탑재형 고소작업대의 작업 구역과 이동 경로의 지반 상태를 사전에 점검하여 안전한가?,1,"1999,1962"
제조업,고소작업대 사용 작업,끼임,"고소작업대 조작스위치 및 판넬에 정지, 작동, 수동, 반자동, 자동, 역회전 등의 기능이 명확하게 표시되어 있는가?",2,"251,1712"
제조업,고소작업대 사용 작업,끼임,"생산 설비의 불시 가동을 방지하기 위해 LOTO(Lock Out, Tag Out) 제도가 시행되고 있는가?",2,"1575,1899"
제조업,고소작업대 사용 작업,끼임,고소작업대에서 작업할 때 작업자 간 의사소통 방안이 수립되어 있고 실시되고 있는가?,2,"2425,2427"
제조업,고소작업대 사용 작업,끼임,"고소작업대 운행 시 진행방향과 사각지대를 확인하기 위한 절차가 수립되어 있으며, 작업지휘자 또는 유도자가 배치되어 있는가?",1,"1964,2425"
제조업,고소작업대 사용 작업,끼임,"고소작업대에 적재된 화물의 무게가 한쪽으로 치우쳐지지 않도록 균형있게 적재되어 있으며, 화물이 고정되어 있는가?",1,"1712,2028"
제조업,고소작업대 사용 작업,깔림.뒤집힘,고소작업대/작업차량을 상승시킨 상태에서 이동하거나 작업 중 무게중심 변화를 모니터링하고 있는가?,2,1713
제조업,고소작업대 사용 작업,깔림.뒤집힘,고소작업대의 작업발판 주변 안전난간이 손상되지 않았으며 정기적으로 수리·점검되고 있는가?,2,"1712,1507"
제조업,고소작업대 사용 작업,깔림.뒤집힘,작업자가 작업발판 외부로 신체를 탈출하는 작업을 수행하지 않도록 교육 및 감시하고 있는가?,2,"1483,88"
제조업,고소작업대 사용 작업,깔림.뒤집힘,고소작업대 상승 상태에서의 이동 시 안정성을 확보하기 위한 절차 및 제한사항이 수립되어 있는가?,2,1713
제조업,고소작업대 사용 작업,깔림.뒤집힘,"작업장의 바닥이 평탄하며, 급경사, 커브, 요철, 불안정한 지반 등 위험 지형이 없는가?",1,"1979,1713"
제조업,그라인더 등 수공구를 사용하는 작업,물체에맞음,"작업자가 안면보호구(보안경, 보안면 등)를 착용하고 있는가?",2,"1463,2187,1581"
제조업,그라인더 등 수공구를 사용하는 작업,물체에맞음,수공구 사용 시 반동이나 튕겨나올 가능성에 대비한 안전조치가 있는가?,2,"1556,1560,1619"
제조업,그라인더 등 수공구를 사용하는 작업,물체에맞음,"그라인더 등 회전 공구 사용 시 적절한 보호장치(방진구, 칩 브레이커 등)가 설치되어 있는가?",2,"1602,1556,1626"
제조업,그라인더 등 수공구를 사용하는 작업,물체에맞음,"수공구 사용 전 정격하중, 사용 가능 범위 등을 확인하고 있는가?",1,"2104,2136,1848"
제조업,그라인더 등 수공구를 사용하는 작업,물체에맞음,"수공구 및 설비 사용 전 손상, 파손 여부를 점검하고 있는가?",1,"1848,2104,2136"
제조업,기계식 주차설비 정비·점검 작업,끼임,"기계식 주차설비에 대해 LOTO(Lock Out, Tag Out) 제도를 시행하고 있는가?",7,"1576,1605"
제조업,기계식 주차설비 정비·점검 작업,끼임,기계식 주차설비의 승강로 내부 구조물과 운반구 사이의 끼임 위험에 대한 근원적 방지대책을 수립하고 있는가?,6,"1721,1731"
제조업,기계식 주차설비 정비·점검 작업,끼임,기계식 주차설비의 정비·점검·보수 작업 시 작업 전에 설비의 전원을 차단하고 있는가?,5,"1575,1918"
제조업,기계식 주차설비 정비·점검 작업,끼임,기계식 주차설비 정비·점검 작업에 종사하는 모든 근로자에게 작업 절차 및 안전 교육을 실시하고 있는가?,5,"1575,1645"
제조업,기계식 주차설비 정비·점검 작업,끼임,기계식 주차설비 내부에서 작업할 때 설비를 정지시킨 상태에서만 작업하도록 규정하고 있는가?,5,"1575,1576,1605"
제조업,기계식 주차설비 정비·점검 작업,떨어짐,"기계식 주차설비의 정비·점검 작업 시 LOTO(Lock Out, Tag Out) 제도를 시행하고 있으며, 작업 중 다른 근로자가 설비를 임의로 가동하지 않도록 관리감독자의 확인 절차를 운영하고 있는가?",3,"1575,1576,1577"
제조업,기계식 주차설비 정비·점검 작업,떨어짐,"기계식 주차설비의 승강로 내부 개구부에 대한 안전 방호장치가 설치되어 있으며, 운반구와 구조물 사이의 끼임 위험을 방지하기 위한 구조적 개선이 이루어져 있는가?",3,"1487,1433,1721"
제조업,기계식 주차설비 정비·점검 작업,떨어짐,기계식 주차설비 내부에서의 정비작업 시 설비를 완전히 정지시키고 전원을 차단한 후 작업을 수행하도록 규정하고 있는가?,3,"1575,1605,1899"
제조업,기계식 주차설비 정비·점검 작업,떨어짐,"기계식 주차설비의 주요 구조부분(용접부, 볼트, 와이어로프 등)에 대해 정기적인 점검 및 예방 관리를 실시하고 있으며, 균열·변형·부식·마모·탈락 등의 결함을 조기에 발견하는 체계가 있는가?",2,"1645,1507,2104"
제조업,기계식 주차설비 정비·점검 작업,떨어짐,"기계식 주차설비의 운반구(카 파렛트, 리프트) 상부에서의 작업을 금지하고 있으며, 불가피한 경우 안전대 착용 등의 추락 방지 조치를 취하고 있는가?",2,"1721,1548,1484"
제조업,도로 청소 등 환경미화 작업,부딪힘,"작업차량의 후미부(발판, 매달린 부분)에 근로자가 탑승하지 않도록 지정된 탑승 장소(도보 또는 조수석)만 사용하도록 교육하고 있는가?",3,"1734,1721"
제조업,도로 청소 등 환경미화 작업,부딪힘,도로 작업 시 작업 구간에 대한 교통 통제 및 안전 표지판 설치 등 교통 안전 조치를 실시하고 있는가?,3,2011
제조업,도로 청소 등 환경미화 작업,부딪힘,"차량 운행 중 운전자가 차량의 진행방향, 사각지대, 주변 구조물을 확인하고 있는가?",2,"1732,1589"
제조업,도로 청소 등 환경미화 작업,부딪힘,운전자가 작업 전 충분한 휴식을 취하고 피로 상태를 확인한 후 운전 작업을 실시하고 있는가?,2,1570
제조업,도로 청소 등 환경미화 작업,부딪힘,"도로 상에서 운전 시 교통신호, 속도제한 등 교통법규를 철저히 준수하도록 교육하고 있는가?",2,"1675,1725"
제조업,도로 청소 등 환경미화 작업,끼임,"작업자 간 신호체계가 통일되어 있으며, 모든 작업자가 이를 숙지하고 있는가?",2,"1658,1964"
제조업,도로 청소 등 환경미화 작업,끼임,압착식진개차 등 적재함 기계장치 조작 시 작업 중인 다른 작업자와 사전에 의사소통하고 확인하는 절차가 있는가?,2,"1964,2275"
제조업,도로 청소 등 환경미화 작업,끼임,"적재함 커버(파카, 리드도어) 세척 및 이물질 제거 작업 시 기계장치 조작을 방지하기 위한 LOTO(잠금장치, 점검 중 꼬리표) 제도가 시행되고 있는가?",2,"1575,1562"
제조업,도로 청소 등 환경미화 작업,끼임,청소차량 작업 중 관리감독자가 작업 상황을 확인하고 안전을 감시하는 체계가 구축되어 있는가?,2,"2300,1468"
제조업,도로 청소 등 환경미화 작업,끼임,"중량물 취급 시 보조운반기구 사용에 대한 규정이 있으며, 작업자들이 이를 준수하고 있는가?",2,
제조업,도로에서의 자동차 운전,부딪힘,"운전자는 도로 운행 전 충분한 휴식을 취하고 있으며, 피로 상태에서 운전하지 않도록 관리하고 있는가?",5,1675
제조업,도로에서의 자동차 운전,부딪힘,"운전자가 도로에서 교통신호, 차선 변경, 추월 등 교통법규를 철저히 준수하도록 교육하고 점검하고 있는가?",5,"1675,1732"
제조업,도로에서의 자동차 운전,부딪힘,"이륜자동차 운전자에 대해 교통법규 준수, 안전운전 교육을 정기적으로 실시하고 있는가?",5,"1675,2514"
제조업,도로에서의 자동차 운전,부딪힘,차량 운행 중 운전자가 차량의 진행방향과 사각지대를 충분히 확인하고 있는가?,4,"1732,1704"
제조업,도로에서의 자동차 운전,부딪힘,사업장 내 차량과 보행자가 혼재하는 작업 시 작업지휘자 또는 유도자를 배치하고 있는가?,4,"1731,1732"
제조업,리프트 관련 작업,끼임,"리프트 점검 및 수리 작업 시 설비를 완전히 정지시키고 전원을 차단한 후 LOTO(Lock Out, Tag Out) 조치를 실시하고 있는가?",6,"1577,1918"
제조업,리프트 관련 작업,끼임,리프트 운반구와 승강장 사이의 협착 위험을 방지하기 위해 안전 거리 또는 방호장치가 설치되어 있는가?,5,"1721,1433"
제조업,리프트 관련 작업,끼임,리프트 작동 중 이상 발생 시 근로자가 임의로 수리하지 않고 관리감독자에게 보고하고 조치 후 작업을 재개하는 안전문화가 구축되어 있는가?,4,"156,155"
제조업,리프트 관련 작업,끼임,"리프트의 안전장치(광전자식 방호장치, 방호울 등)가 정상적으로 작동하는지 작업 전에 확인하고 있는가?",3,"2104,2136"
제조업,리프트 관련 작업,끼임,"리프트 운반구와 각 층 바닥 사이의 끼임 위험을 방지하기 위해 안전장치가 설치되어 있고, 무력화되지 않은 상태로 유지되고 있는가?",3,"1433,1721"
제조업,리프트 관련 작업,떨어짐,"리프트의 출입문(도어)이 해체되거나 제거된 상태에서 작업할 때, 해당 층의 승강로 개구부에 출입금지 표지판이나 안전 차단막이 설치되어 있는가?",6,1487
제조업,리프트 관련 작업,떨어짐,리프트의 각층 출입문에 인터록장치(도어가 열리면 운반구가 움직이지 않도록 하는 연동장치)가 정상적으로 설치되고 작동하는가?,6,1433
제조업,리프트 관련 작업,떨어짐,승강로 주변이 방호울이나 안전 울타리 등으로 완전히 밀폐되어 있어 작업자가 실수로 개구부에 접근할 수 없도록 되어 있는가?,6,1487
제조업,리프트 관련 작업,떨어짐,"리프트의 와이어로프, 체인, 용접부, 볼트 등 주요 구조부분에 대해 정기적인 점검 및 유지보수 계획이 수립되어 있고 실행되고 있는가?",6,1507
제조업,리프트 관련 작업,떨어짐,"리프트의 정기 점검 기록이 체계적으로 관리되고 있으며, 점검 결과에 따른 보수 이력이 남아있는가?",6,"1847,2309"
제조업,리프트 관련 작업,깔림.뒤집힘,"리프트 정비·수리 작업 중 LOTO(Lock Out, Tag Out) 제도를 시행하여 불시 가동을 방지하고 있는가?",2,"1899,1575,1577"
제조업,리프트 관련 작업,깔림.뒤집힘,리프트 정비·수리 작업 중 작업자 외 근로자가 설비를 가동하지 않도록 통제하는 절차와 책임자 확인 체계가 있는가?,2,"1645,1575,2425"
제조업,리프트 관련 작업,깔림.뒤집힘,리프트 하부 작업 시 관리감독자가 현장에서 작업 상황을 확인하고 감시하는 의무를 부여하고 있는가?,2,"1468,2425,1645"
제조업,리프트 관련 작업,깔림.뒤집힘,리프트 하부에서 작업할 때 작업 구간을 격리하고 '점검 중' 표지판을 부착하여 다른 근로자의 접근을 차단하고 있는가?,2,"1563,1899,1575"
제조업,리프트 관련 작업,깔림.뒤집힘,"리프트 하부에서 작업할 때 안전블록, 지지대, 방망 또는 울 등의 낙하방지 장치가 설치되어 있는가?",1,"2055,2054,1643"
제조업,벌목·조재 작업,물체에맞음,벌목 작업 시 작업자들 간에 충분한 안전거리(최소 2배 이상의 나무 높이)를 확보하고 있는가?,14,2044
제조업,벌목·조재 작업,물체에맞음,두 명 이상의 작업자가 동시에 같은 구역에서 벌목 작업을 하지 않도록 관리하고 있는가?,14,"2039,2044"
제조업,벌목·조재 작업,물체에맞음,벌목 작업 전에 대피장소를 사전에 정하고 작업자들에게 공지하고 있는가?,10,2044
제조업,벌목·조재 작업,물체에맞음,"벌도목이 주변 장애물(다른 나무, 바위 등)에 걸려있지 않은지 확인하고 벌목을 진행하고 있는가?",9,2044
제조업,벌목·조재 작업,물체에맞음,벌도목이 의도하지 않은 방향으로 쓰러질 가능성을 사전에 판단하고 작업 계획을 수립하고 있는가?,9,2044
제조업,벌목·조재 작업,깔림.뒤집힘,"벌목 작업 시 작업자 간 충분한 안전거리(벌도목 길이의 1.5배 이상)를 확보하고 있으며, 동시 작업을 금지하고 있는가?",8,2044
제조업,벌목·조재 작업,깔림.뒤집힘,"벌목 작업자가 안면 및 머리 보호를 위해 안전모를 착용하고 있으며, 추가 보호장비(페이스 쉴드 등)를 사용하고 있는가?",8,2045
제조업,벌목·조재 작업,깔림.뒤집힘,벌목 작업 전에 작업자가 대피할 안전한 장소를 사전에 지정하고 작업팀 전원이 이를 숙지하고 있는가?,7,2044
제조업,벌목·조재 작업,깔림.뒤집힘,"벌목 작업 중 벌도목이 주변 장애물(인접목, 수관 등)에 걸릴 가능성을 사전에 파악하고, 이를 고려한 벌목 방향을 계획하고 있는가?",7,2044
제조업,벌목·조재 작업,깔림.뒤집힘,"벌목 작업 중 벌도목이 의도하지 않은 방향으로 쓰러질 경우를 대비하여, 작업자가 항상 안전한 대피 경로를 확보하고 있는가?",7,2044
제조업,벌목·조재 작업,절단베임찔림,벌목·조재 작업 전에 주변 나무에 걸려있는 나무나 덩굴을 확인하고 제거했는가?,3,2044
제조업,벌목·조재 작업,절단베임찔림,작업자가 벌도목이나 조재목으로부터 충분한 안전거리(최소 나무 높이 이상)를 확보하고 있는가?,3,2044
제조업,벌목·조재 작업,절단베임찔림,벌목·조재 작업 시 여러 작업자가 동시에 같은 구역에서 작업하지 않도록 관리하고 있는가?,3,"2039,2044"
제조업,벌목·조재 작업,절단베임찔림,"기계톱의 안전장치(체인 브레이크, 킥백 방지장치 등)가 정상 작동하는지 정기적으로 점검하고 있는가?",2,"1600,1599,1592"
제조업,벌목·조재 작업,절단베임찔림,기계톱의 안전장치를 해제하거나 무력화하여 사용하는 경우가 없는지 감시·감독하고 있는가?,2,"1599,1600,1592"
제조업,비정형 작업(시운전),끼임,"시운전 작업 시 설비의 전원을 완전히 차단하고 LOTO(Lock Out, Tag Out) 절차를 적용하고 있는가?",9,"1918,1605,1575"
제조업,비정형 작업(시운전),끼임,끼임 위험이 있는 설비를 목록화하고 LOTO 대상으로 확정하여 시행하고 있는가?,8,"1476,1559,1738"
제조업,비정형 작업(시운전),끼임,시운전 작업 절차를 문서화하고 관련 근로자에게 교육을 실시하고 있는가?,8,"1675,1575,83"
제조업,비정형 작업(시운전),끼임,"회전 부위, 롤러, 드럼 등 끼임 위험 부위에 대한 방호장치가 설치되어 있고 정상 작동하는가?",8,"1556,1624,1628"
제조업,비정형 작업(시운전),끼임,"설비 가동 중 이물질 제거, 제품 확인, 조정 등의 작업이 필요한 경우 근원적 접근방지대책을 수립하고 있는가?",6,"1562,1561,1718"
제조업,비정형 작업(이물질 제거·청소),끼임,끼임 위험이 있는 설비에 대해 LOTO 대상 목록을 작성하고 실제로 시행하고 있는가?,9,"1562,1561,1579"
제조업,비정형 작업(이물질 제거·청소),끼임,"비정형 작업(이물질 제거, 청소 등)을 수행할 때 해당 설비의 전원을 차단하고 LOTO(Lock Out, Tag Out) 조치를 실시하고 있는가?",8,"1562,1579,93"
제조업,비정형 작업(이물질 제거·청소),끼임,설비 가동 중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책을 수립했는가?,8,"1562,1561,2132"
제조업,비정형 작업(이물질 제거·청소),끼임,정비·보수·청소 작업 절차에 대해 근로자 교육을 정기적으로 실시하고 있는가?,8,"82,2405,1420"
제조업,비정형 작업(이물질 제거·청소),끼임,"설비 가동 중 이물질 제거 작업이 필요한 경우, 설비를 반드시 정지시킨 후 작업하도록 규정하고 있는가?",8,"1579,1562,2198"
제조업,비정형 작업(이물질 제거·청소),절단베임찔림,"비정형 작업(이물질 제거, 청소, 정비, 보수)을 수행하기 전에 해당 설비의 전원을 완전히 차단하고 있는가?",6,"2406,1579"
제조업,비정형 작업(이물질 제거·청소),절단베임찔림,"끼임 위험이 있는 설비(컨베이어, 칠러, 절단기, 자동투입설비 등)에 대해 LOTO(Lock Out, Tag Out) 대상을 확정하고 시행하고 있는가?",6,"1562,1559"
제조업,비정형 작업(이물질 제거·청소),절단베임찔림,설비 가동 중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하여 근원적 접근방지대책을 수립하고 있는가?,6,"1562,2132"
제조업,비정형 작업(이물질 제거·청소),절단베임찔림,"비정형 작업(이물질 제거, 청소 등)의 작업 절차에 대해 근로자 교육을 정기적으로 실시하고 있는가?",6,"83,1215"
제조업,비정형 작업(이물질 제거·청소),절단베임찔림,"회전 부위(롤러, 스크류, 칼날 등)가 있는 설비에 대해 끼임 위험 평가를 실시하고 있는가?",5,"1560,1556,1562"
제조업,비정형 작업(이물질 제거·청소),떨어짐,"끼임 위험이 있는 설비에 대해 LOTO(Lock Out, Tag Out) 제도를 시행하고 있는가?",4,"1559,1632"
제조업,비정형 작업(이물질 제거·청소),떨어짐,고소 작업(2.6m 이상)에서 안전난간이 설치된 작업발판을 사용하고 있는가?,2,"1504,1712"
제조업,비정형 작업(이물질 제거·청소),떨어짐,3.5m 미만의 고소작업에서 A자형 사다리를 사용할 때 2인1조로 관리하고 있는가?,2,"1450,1486"
제조업,비정형 작업(이물질 제거·청소),떨어짐,고소작업 시 안전대 및 안전모를 지급하고 근로자가 착용하는지 관리감독자가 확인하고 있는가?,2,"1462,1715"
제조업,비정형 작업(이물질 제거·청소),떨어짐,설비 정비·보수·청소 작업 시 설비를 완전히 정지시키고 전원을 차단하고 있는가?,2,"1575,1579"
제조업,비정형 작업(점검),떨어짐,"2m 이상의 높이에서 점검작업을 수행할 때, 안전난간이 설치된 작업발판을 사용하고 있는가?",8,"1950,1486,1504"
제조업,비정형 작업(점검),떨어짐,"3.5m 이상의 고소작업 시 고소작업대를 사용하거나, 3.5m 미만일 경우 A자형 사다리를 2인1조로 관리하고 있는가?",8,"1450,1713,1712"
제조업,비정형 작업(점검),떨어짐,고소 점검작업 시 안전대 및 안전모를 지급하고 착용 여부를 관리감독자가 확인하고 있는가?,8,"1462,1464,1469"
제조업,비정형 작업(점검),떨어짐,"불안정한 구조물(파손된 발판, 슬레이트 지붕 등) 위에서 점검작업을 수행하고 있지는 않은가?",8,"1969,1487,1491"
제조업,비정형 작업(점검),떨어짐,점검작업 시 균형을 잃기 쉬운 불안한 자세로 작업하고 있지는 않은가?,8,"1713,1486,1692"
제조업,비정형 작업(점검),끼임,"점검·정비 작업 중인 설비에 대해 LOTO(Lock Out, Tag Out) 제도를 시행하고 있는가?",6,"1577,1575"
제조업,비정형 작업(점검),끼임,설비 점검·정비 작업 중 작업자 외 다른 근로자가 설비를 무단으로 가동하지 않도록 관리감독자의 확인 의무를 부여하고 있는가?,5,"1577,1575,1468"
제조업,비정형 작업(점검),끼임,설비 내부 점검 작업 시 설비의 전원을 완전히 차단하고 있는가?,5,"1575,1579"
제조업,비정형 작업(점검),끼임,설비 내부로 신체를 진입시켜 점검할 때 설비가 완전히 정지된 상태임을 확인하고 있는가?,5,"2098,2422"
제조업,비정형 작업(점검),끼임,설비 작동 범위 내에서 점검 작업을 수행할 때 안전거리를 확보하고 있는가?,4,"1575,2422"
제조업,비정형 작업(점검),절단베임찔림,설비 정비·보수·점검 작업 시 사전에 설비를 완전히 정지시키고 전원을 차단하는 절차를 수립하고 실행하고 있는가?,2,"2104,2136,1580"
제조업,비정형 작업(점검),절단베임찔림,"LOTO(Lock Out, Tag Out) 제도를 도입하여 끼임 위험이 있는 설비를 목록화하고 시행하고 있는가?",2,"1559,1562,1584"
제조업,비정형 작업(점검),절단베임찔림,"설비 가동 중 이물질 제거, 주유, 점검 등의 작업이 필요한 경우 근원적인 방지대책을 수립하고 있는가?",2,"1562,1561,87"
제조업,비정형 작업(점검),절단베임찔림,설비 점검·정비 작업에 대한 절차와 안전수칙을 근로자에게 교육하고 있는가?,2,"1575,1645,1113"
제조업,비정형 작업(점검),절단베임찔림,"설비의 안전장치(방호장치, 광전자식 방호장치 등)가 정상 작동하는지 작업 전에 확인하고 있는가?",1,"2136,2104,1847"
제조업,비정형 작업(정비·보수),끼임,"끼임 위험이 있는 설비에 대해 LOTO(Lock Out, Tag Out) 제도를 시행하고 있는가?",12,"1559,1632"
제조업,비정형 작업(정비·보수),끼임,정비·보수·청소 작업 시 해당 설비의 전원을 완전히 차단하고 있는가?,7,"1918,1899,1579"
제조업,비정형 작업(정비·보수),끼임,끼임 위험이 있는 설비 목록을 작성하고 정기적으로 검토·업데이트하고 있는가?,7,"1473,106"
제조업,비정형 작업(정비·보수),끼임,정비·보수 작업 절차에 대해 근로자 교육을 정기적으로 실시하고 있는가?,7,"82,83,846"
제조업,비정형 작업(정비·보수),끼임,정비작업 전에 회전·구동 부위의 움직임을 완전히 정지시키고 확인하고 있는가?,6,"1568,1608,2057"
제조업,비정형 작업(정비·보수),떨어짐,고소작업 시 모든 근로자에게 안전대 및 안전모를 지급하고 착용을 확인하고 있는가?,5,"1462,2428,1486"
제조업,비정형 작업(정비·보수),떨어짐,"설비 구조물(파렛트, 굴삭기 버킷, 컨베이어 벨트 등) 위에서 작업할 때 안전난간이 설치되어 있는가?",5,"1487,1489,1712"
제조업,비정형 작업(정비·보수),떨어짐,"정비·보수 작업 시 작업자가 불안정한 자세(한 발로 서기, 몸을 굽히기 등)로 작업하지 않도록 관리감독하고 있는가?",5,"1577,1575,1486"
제조업,비정형 작업(정비·보수),떨어짐,3.5m 이상의 높이에서 작업할 때 안전난간이 설치된 작업발판을 사용하고 있는가?,4,"1487,1491,1712"
제조업,비정형 작업(정비·보수),떨어짐,"고소작업(3.5m 이상)에서 고소작업대를 사용하거나, 3.5m 미만일 경우 A자형 사다리를 2인1조로 관리하고 있는가?",4,"1450,1712,1950"
제조업,비정형 작업(정비·보수),깔림.뒤집힘,"중량물을 들어올린 상태에서 정비·보수 작업을 할 때, 안전블록이나 지지대를 설치하고 있는가?",5,"1562,1950"
제조업,비정형 작업(정비·보수),깔림.뒤집힘,중량물 하부에서 작업할 때 낙하물 방지를 위한 방망이나 울을 설치하고 있는가?,5,"2055,1950"
제조업,비정형 작업(정비·보수),깔림.뒤집힘,"덤프트럭, 지게차, 로더 등 상향 기능이 있는 장비 정비 시 적재함이나 버킷을 고정하는 조치를 취하고 있는가?",4,"1733,1697,1721"
제조업,비정형 작업(정비·보수),깔림.뒤집힘,중량물 하부 작업 시 중량물을 제거하거나 안전한 위치로 변경하는 근본적인 대책을 우선적으로 검토하고 있는가?,3,"1969,1562"
제조업,비정형 작업(정비·보수),깔림.뒤집힘,유압장치나 유압호스 정비 작업 시 유압 손실로 인한 갑작스러운 하강에 대비한 안전조치를 취하고 있는가?,2,
제조업,사다리를 이용한 작업 또는 통행,떨어짐,사다리 사용 시 2인1조로 작업하도록 규정하고 있는가?,12,"1450,1486"
제조업,사다리를 이용한 작업 또는 통행,떨어짐,A형 사다리 사용 시 아웃트리거를 항상 설치하도록 규정하고 있는가?,12,"1450,1451"
제조업,사다리를 이용한 작업 또는 통행,떨어짐,"사다리 사용 시 안전모, 안전대 등 개인보호구 착용을 의무화하고 있는가?",12,"1489,1486"
제조업,사다리를 이용한 작업 또는 통행,떨어짐,3.5m 미만의 작업에서 A형 사다리만 사용하도록 규정하고 있는가?,11,1450
제조업,사다리를 이용한 작업 또는 통행,떨어짐,사다리 위에서 작업할 때 균형을 잃지 않도록 안전교육을 실시하고 있는가?,9,"1486,1489"
제조업,사다리를 이용한 작업 또는 통행,넘어짐,사용 중인 사다리가 A형(A자형)인가? 일자형 사다리를 사용하고 있다면 3.5m 이상의 높이 작업은 아닌가?,4,1450
제조업,사다리를 이용한 작업 또는 통행,넘어짐,"사다리 위에서 작업할 때 2인1조로 진행하고 있으며, 한 명이 사다리를 안정적으로 지탱하고 있는가?",3,"1450,1486"
제조업,사다리를 이용한 작업 또는 통행,넘어짐,"사다리에 아웃트리거(안정화 장치)가 설치되어 있으며, 제대로 작동하고 있는가?",3,"1450,1513"
제조업,사다리를 이용한 작업 또는 통행,넘어짐,사다리 위에서 작업하는 모든 근로자가 안전모를 착용하고 있는가?,3,"1581,1462"
제조업,사다리를 이용한 작업 또는 통행,넘어짐,사다리 위에서 작업하는 근로자가 안전대(안전벨트)를 착용하고 있는가?,3,"1486,1489,2428"
제조업,사다리차(이삿짐 운반용 차량) 사용 작업,떨어짐,사다리차 운반구 탑승 시 작업자의 안전대(안전띠) 착용을 의무화하고 있는가?,3,"1673,1721"
제조업,사다리차(이삿짐 운반용 차량) 사용 작업,떨어짐,"사다리차 운반구 주변의 바닥 상태를 정기적으로 점검하여 요철부, 이물질 등을 제거하고 있는가?",2,"1713,1712"
제조업,사다리차(이삿짐 운반용 차량) 사용 작업,떨어짐,사다리차 운반구의 폭과 안정성이 충분하여 작업자가 안전하게 탑승할 수 있도록 설계되어 있는가?,2,"1673,1721"
제조업,사다리차(이삿짐 운반용 차량) 사용 작업,떨어짐,"사다리차의 주요 구조부분(용접부, 볼트, 레일 등)에 대한 정기적인 점검 및 유지관리 계획을 수립하고 실행하고 있는가?",1,"1712,1713"
제조업,사다리차(이삿짐 운반용 차량) 사용 작업,떨어짐,"사다리차 운반구의 균열, 변형, 부식, 마모, 탈락 등의 결함 여부를 정기적으로 검사하고 있는가?",1,"1609,1673"
제조업,상하차 작업 또는 적재된 화물,떨어짐,"화물자동차 적재함 위에서 작업할 때 안전대 걸이설비가 설치되어 있고, 근로자가 안전대를 착용하고 있는가?",11,"1489,1721"
제조업,상하차 작업 또는 적재된 화물,떨어짐,"적재함에 오르내리기 위한 사다리, 발판 등의 안전한 설비가 설치되어 있는가?",11,"1487,1454"
제조업,상하차 작업 또는 적재된 화물,떨어짐,적재함 위에서 작업하는 근로자가 안전모를 포함한 개인보호구를 착용하고 있는가?,11,"1581,1462"
제조업,상하차 작업 또는 적재된 화물,떨어짐,"적재함 위에서 작업할 때 작업자의 균형을 잃을 수 있는 상황(불안정한 화물, 미끄러운 바닥 등)이 없는가?",11,"1486,1487"
제조업,상하차 작업 또는 적재된 화물,떨어짐,"적재함 위에서의 작업이 반드시 필요한 경우인지 검토하고, 가능하면 지게차나 크레인 등 기계장비를 이용하고 있는가?",11,"1712,1656"
제조업,상하차 작업 또는 적재된 화물,무너짐,중량물 적재 작업 시 작업자가 적재물 아래 또는 근처에서 작업하고 있지는 않은가?,13,"1656,1969"
제조업,상하차 작업 또는 적재된 화물,무너짐,적재된 화물의 무게가 한쪽으로 치우쳐져 있거나 불균형 상태로 적재되어 있지는 않은가?,10,"1733,1697"
제조업,상하차 작업 또는 적재된 화물,무너짐,"적재된 화물을 고정하기 위한 밴드, 로프, 또는 고정장치가 제대로 설치되어 있는가?",10,"2042,1687"
제조업,상하차 작업 또는 적재된 화물,무너짐,"적재 작업 전에 적재물의 무게, 형태, 크기 등을 파악하고 적절한 적재 방법을 계획하고 있는가?",10,1969
제조업,상하차 작업 또는 적재된 화물,무너짐,적재물의 높이가 안전한 수준(3단 이상 고적재)으로 제한되어 있는가?,8,"2028,1707"
