sif_id	industry_div	accident_kind	accident_summary	causal_object	high_risk_situation	causal_factor	countermeasure	content
5592	건설업	추락	2020년 11월경 ○○현장에서 옹벽 구조물작업구간 높이 약 2.0m 위치에서 작업발판 설치작업 중 작업발판 지지용 강관파이프(수평부재)가 순간적으로 탈락하여 작업발판과 함께 지상바닥으로 떨어지고, 아래 주변에서 작업하고 있던 재해자 2명이 떨어지는 강관파이프에 맞아 부상	비계	13. 기타 건설공사	옹벽 구조물작업구간에서 작업발판 설치작업 중 작업발판 지지용 강관파이프(수평부재)가 순간적으로 탈락하여 작업발판과 함께 지상바닥으로 떨어지고, 아래 주변에서 함께 작업하고 있던 작업자가 떨어지는 강관파이프에 목부위를 맞음	▶ 추락 위험 구간에 작업발판 및 안전난간 설치 또는 추락방지망을 설치하는 등 추락 방지 조치 실시한 후 작업 실시\n▶ 안전난간 등 추락 방지용 안전시설물 설치가 곤란한 경우, 근로자 작업구간에 안전대 부착설비를 견고하게 설치하고 근로자에게 안전대 지급 및 체결여부 점검 관리감독 실시\n▶ 임시작업대 체결시 손상, 변형, 부식 등이 없는 클램프를 사용하며, 체결시 300~350kgf.cm 이상의 조임 토크로 균일하게 체결	2020년 11월경 ○○현장에서 옹벽 구조물작업구간 높이 약 2.0m 위치에서 작업발판 설치작업 중 작업발판 지지용 강관파이프(수평부재)가 순간적으로 탈락하여 작업발판과 함께 지상바닥으로 떨어지고, 아래 주변에서 작업하고 있던 재해자 2명이 떨어지는 강관파이프에 맞아 부상 [유발요인] 옹벽 구조물작업구간에서 작업발판 설치작업 중 작업발판 지지용 강관파이프(수평부재)가 순간적으로 탈락하여 작업발판과 함께 지상바닥으로 떨어지고, 아래 주변에서 함께 작업하고 있던 작업자가 떨어지는 강관파이프에 목부위를 맞음 [대책] ▶ 추락 위험 구간에 작업발판 및 안전난간 설치 또는 추락방지망을 설치하는 등 추락 방지 조치 실시한 후 작업 실시 ▶ 안전난간 등 추락 방지용 안전시설물 설치가 곤란한 경우, 근로자 작업구간에 안전대 부착설비를 견고하게 설치하고 근로자에게 안전대 지급 및 체결여부 점검 관리감독 실시 ▶ 임시작업대 체결시 손상, 변형, 부식 등이 없는 클램프를 사용하며, 체결시 300~350kgf.cm 이상의 조임 토크로 균일하게 체결
5593	건설업	추락	2021년 5월경 ○○현장에서 주차 리프트 4층에서 작업발판을 설치하던 중, 실족하여 11.6m 아래 PIT바닥으로 떨어져 사망	작업발판/가설계단	13. 기타 건설공사	주차타워 내부에서 작업발판을 설치하던 중 몸의 중심을 잃고 추락	▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용\n▶ 안전모 등 개인보호구 착용 철저	2021년 5월경 ○○현장에서 주차 리프트 4층에서 작업발판을 설치하던 중, 실족하여 11.6m 아래 PIT바닥으로 떨어져 사망 [유발요인] 주차타워 내부에서 작업발판을 설치하던 중 몸의 중심을 잃고 추락 [대책] ▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용 ▶ 안전모 등 개인보호구 착용 철저
5594	건설업	추락	2022년 4월경 ○○현장에서 비계공이 외부비계 작업발판 위에서 비계 해체작업을 하려던 중, 외측 단부로 떨어져(H≒5.5m) 사망	비계	13. 기타 건설공사	다가구주택 신축공사 현장의 외부비계 해체 작업 중, 중간난간대를 해체한 구간의 비계 작업발판에서 추락	▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토\n▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치\n▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용\n▶ 안전모 등 개인보호구 착용 철저	2022년 4월경 ○○현장에서 비계공이 외부비계 작업발판 위에서 비계 해체작업을 하려던 중, 외측 단부로 떨어져(H≒5.5m) 사망 [유발요인] 다가구주택 신축공사 현장의 외부비계 해체 작업 중, 중간난간대를 해체한 구간의 비계 작업발판에서 추락 [대책] ▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토 ▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치 ▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용 ▶ 안전모 등 개인보호구 착용 철저
5595	건설업	추락	2022년 6월경 ○○현장에서 재해자가 시스템비계 5단 작업발판에서 지상에서 달기로프를 통해 양중된 시스템비계 수직재를 건네받는 과정 중 바닥(H≒9.84M)으로 떨어져 사망	비계	13. 기타 건설공사	다목적체육관 증축공사 현장에서 외부 마감작업 구간의 시스템비계 추가 설치가 필요하여 재해자가 안전난간이 설치되지 않은 작업발판에서 위에서 달기로프를 통해 양중 된 시스템비계 수직재를 건네받는 과정에서 바닥으로 떨어짐	▶ 작업발판 단부 등 추락위험장소에 안전난간 설치\n▶ 안전난간 설치가 곤란하거나 임시로 해체하여야 하는 경우 추락방호망 설치 또는 작업자 안전대 착용·체결\n▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토	2022년 6월경 ○○현장에서 재해자가 시스템비계 5단 작업발판에서 지상에서 달기로프를 통해 양중된 시스템비계 수직재를 건네받는 과정 중 바닥(H≒9.84M)으로 떨어져 사망 [유발요인] 다목적체육관 증축공사 현장에서 외부 마감작업 구간의 시스템비계 추가 설치가 필요하여 재해자가 안전난간이 설치되지 않은 작업발판에서 위에서 달기로프를 통해 양중 된 시스템비계 수직재를 건네받는 과정에서 바닥으로 떨어짐 [대책] ▶ 작업발판 단부 등 추락위험장소에 안전난간 설치 ▶ 안전난간 설치가 곤란하거나 임시로 해체하여야 하는 경우 추락방호망 설치 또는 작업자 안전대 착용·체결 ▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토
5596	건설업	감전	2022년 6월경 ○○현장에서 재해자 2명이 강관비계 4단 작업발판에 서 강관파이프를 조립하려던 중, 강관파이프가 건축물 옆에 설치된 전주에 접촉되어 감전(1명 사망 및 1명 부상)	전주, 철탑	13. 기타 건설공사	외벽마감재 교체공사 현장에서 재해자 2명이 강관비계 4단 작업발판에 서 강관파이프를 조립하려던 중, 강관파이프가 건축물 옆에 설치된 전주에 접촉되어 감전됨(재해자 1명은 감전되어 몸의 중심을 잃고 콘크리트 바닥으로 떨어져 사망)	▶ 가공전로 이설 또는 가공전로에 절연용 방호구를 장착하는 등 가공전로와의 접촉 방지 조치 철저\n▶ 근로자가 추락할 위험이 있는 장소에 안전난간 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비를 설치하는 등 조치 실시	2022년 6월경 ○○현장에서 재해자 2명이 강관비계 4단 작업발판에 서 강관파이프를 조립하려던 중, 강관파이프가 건축물 옆에 설치된 전주에 접촉되어 감전(1명 사망 및 1명 부상) [유발요인] 외벽마감재 교체공사 현장에서 재해자 2명이 강관비계 4단 작업발판에 서 강관파이프를 조립하려던 중, 강관파이프가 건축물 옆에 설치된 전주에 접촉되어 감전됨(재해자 1명은 감전되어 몸의 중심을 잃고 콘크리트 바닥으로 떨어져 사망) [대책] ▶ 가공전로 이설 또는 가공전로에 절연용 방호구를 장착하는 등 가공전로와의 접촉 방지 조치 철저 ▶ 근로자가 추락할 위험이 있는 장소에 안전난간 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비를 설치하는 등 조치 실시
5597	건설업	추락	2022년 6월경 ○○현장에서 작업자가 건물 외부비계 외측 수평재를 밟고 내려오던 중 지면(H≒5.8m)으로 떨어져 사망	비계	13. 기타 건설공사	숙박시설 신축공사 현장의 외부비계 해체 작업 중 재해자가 작업발판 3단에서 비계 외측 수평재를 밟고 내려오던 중 지면 바닥으로 떨어짐	▶ 비계 내측에 근로자가 상, 하로 이동할 수 있는 계단식 구조의 발판을 설치하고 개방된 양 측면에는 안전난간을 2단으로 구성하여 전용 이동통로를 이용하도록 관리감독\n▶ 계단형 발판을 설치할 수 없을 경우, 해치형 작업발판 및 사다리 이동통로를 구성하여 근로자가 비계 외측으로 이동하는 것을 금지 조치	2022년 6월경 ○○현장에서 작업자가 건물 외부비계 외측 수평재를 밟고 내려오던 중 지면(H≒5.8m)으로 떨어져 사망 [유발요인] 숙박시설 신축공사 현장의 외부비계 해체 작업 중 재해자가 작업발판 3단에서 비계 외측 수평재를 밟고 내려오던 중 지면 바닥으로 떨어짐 [대책] ▶ 비계 내측에 근로자가 상, 하로 이동할 수 있는 계단식 구조의 발판을 설치하고 개방된 양 측면에는 안전난간을 2단으로 구성하여 전용 이동통로를 이용하도록 관리감독 ▶ 계단형 발판을 설치할 수 없을 경우, 해치형 작업발판 및 사다리 이동통로를 구성하여 근로자가 비계 외측으로 이동하는 것을 금지 조치
5598	건설업	감전	2022년 7월경 ○○현장에서 건물에 외부비계를 설치하기 위해 이동식크레인을 이용하여 자재 인양 작업 중, 재해자가 줄걸이 작업을 하려고 와이어로프 훅(Hook)에 걸린 벨트슬링을 잡고 있는 상태에서 이동식크레인 와이어로프가 특고압전선(22.9kV)에 접촉하여 재해자가 감전되어 사망	이동식크레인	13. 기타 건설공사	숙박시설 보수공사 현장에서 건물 외부에 비계를 설치하기 위해 이동식크레인을 이용하여 자재 인양작업 중, 재해자가 크레인의 와이어로프 및 훅을 잡고 있는 상태에서 와이어로프가 특고압전선에 접촉하여 재해자가 감전됨	▶ 중량물 취급 시 고압전선의 위치 및 높이, 작업장 상태 등을 파악하여 적절한 작업 계획을 수립하고, 그 계획에 따라 작업을 하도록 지도·감독\n▶ 충전부 인근에서 작업시 충전부에 접촉하지 않게 접촉방지장치 부착 후 작업 실시	2022년 7월경 ○○현장에서 건물에 외부비계를 설치하기 위해 이동식크레인을 이용하여 자재 인양 작업 중, 재해자가 줄걸이 작업을 하려고 와이어로프 훅(Hook)에 걸린 벨트슬링을 잡고 있는 상태에서 이동식크레인 와이어로프가 특고압전선(22.9kV)에 접촉하여 재해자가 감전되어 사망 [유발요인] 숙박시설 보수공사 현장에서 건물 외부에 비계를 설치하기 위해 이동식크레인을 이용하여 자재 인양작업 중, 재해자가 크레인의 와이어로프 및 훅을 잡고 있는 상태에서 와이어로프가 특고압전선에 접촉하여 재해자가 감전됨 [대책] ▶ 중량물 취급 시 고압전선의 위치 및 높이, 작업장 상태 등을 파악하여 적절한 작업 계획을 수립하고, 그 계획에 따라 작업을 하도록 지도·감독 ▶ 충전부 인근에서 작업시 충전부에 접촉하지 않게 접촉방지장치 부착 후 작업 실시
5599	건설업	추락	2022년 8월경 ○○현장에서 공장 리모델링을 위해 건물 옥상에서 외부비계 설치 및 자재를 운반하던 재해자가 옥상 바닥의 화물용 엘리베이터 개구부에 설치해 놓은 컬러강판 덮개를 밟고 작업하던중, 컬러강판이 파손되면서 개구부로 떨어져 사망	기타 개구부	13. 기타 건설공사	공장 리모델링을 위해 건물 옥상에서 외부비계 설치 및 자재를 운반하던 재해자가 옥상 바닥의 화물용 엘리베이터 개구부에 설치해 놓은 컬러강판 덮개를 밟고 작업하던중, 컬러강판이 파손되면서 개구부로 떨어짐	▶ 추락할 위험이 있는 개구부에는 안전난간 또는 덮개 등을 충분한 강도를 가진 구조로 튼튼하게 설치\n▶ 개구부 덮개를 설치할 경우 뒤집히거나 떨어지지 않도록 견고히 설치하고 개구부임을 표시하는 등 떨어짐 위험을 방지하기 위한 필요한 조치 실시	2022년 8월경 ○○현장에서 공장 리모델링을 위해 건물 옥상에서 외부비계 설치 및 자재를 운반하던 재해자가 옥상 바닥의 화물용 엘리베이터 개구부에 설치해 놓은 컬러강판 덮개를 밟고 작업하던중, 컬러강판이 파손되면서 개구부로 떨어져 사망 [유발요인] 공장 리모델링을 위해 건물 옥상에서 외부비계 설치 및 자재를 운반하던 재해자가 옥상 바닥의 화물용 엘리베이터 개구부에 설치해 놓은 컬러강판 덮개를 밟고 작업하던중, 컬러강판이 파손되면서 개구부로 떨어짐 [대책] ▶ 추락할 위험이 있는 개구부에는 안전난간 또는 덮개 등을 충분한 강도를 가진 구조로 튼튼하게 설치 ▶ 개구부 덮개를 설치할 경우 뒤집히거나 떨어지지 않도록 견고히 설치하고 개구부임을 표시하는 등 떨어짐 위험을 방지하기 위한 필요한 조치 실시
5600	건설업	추락	2022년 8월경 ○○현장에서 설비배관 설치 작업용 비계를 해체하기 위하여 설비 상부에 걸쳐 놓은 작업발판으로 이동하던 중, 몸의 중심을 잃고 공장바닥으로 떨어져 사망	작업발판/가설계단	13. 기타 건설공사	공장 집수조 개선공사 현장에서 설비배관 설치 작업용 비계를 해체하기 위하여 설비 상부에 걸쳐 놓은 작업발판으로 이동하던 중, 몸의 중심을 잃고 공장바닥으로 떨어짐	▶ 근로자가 안전하게 이동할 수 있는 통로를 설치하고 항상 사용할 수 잇는 상태로 유지\n▶ 통로의 끝 등 추락위험이 있는 장소에 안전난간, 울타리, 수직형 추락방망 설치 등 방호조치 철저	2022년 8월경 ○○현장에서 설비배관 설치 작업용 비계를 해체하기 위하여 설비 상부에 걸쳐 놓은 작업발판으로 이동하던 중, 몸의 중심을 잃고 공장바닥으로 떨어져 사망 [유발요인] 공장 집수조 개선공사 현장에서 설비배관 설치 작업용 비계를 해체하기 위하여 설비 상부에 걸쳐 놓은 작업발판으로 이동하던 중, 몸의 중심을 잃고 공장바닥으로 떨어짐 [대책] ▶ 근로자가 안전하게 이동할 수 있는 통로를 설치하고 항상 사용할 수 잇는 상태로 유지 ▶ 통로의 끝 등 추락위험이 있는 장소에 안전난간, 울타리, 수직형 추락방망 설치 등 방호조치 철저
5601	건설업	추락	2022년 3월경 ○○현장에서 재해자가 철거예정 건물 외부에 설치된 비계 위에서 비산방진막을 설치하는 작업 중 몸의 중심을 잃고 바닥으로 떨어져 사망	분류불능	13. 기타 건설공사	재해자가 철거예정 건물 외부에 설치된 비계 위에서 비산방진막을 설치하는 작업 중 몸의 중심을 잃고 바닥으로 떨어짐	▶ 비계 작업발판 설치 및 단부 내·외측에 안전난간 2단 설치\n▶ 비계와 구조물 사이 추락위험이 있는 구간에는 추락방호망 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대, 안전모 등 개인보호구 착용	2022년 3월경 ○○현장에서 재해자가 철거예정 건물 외부에 설치된 비계 위에서 비산방진막을 설치하는 작업 중 몸의 중심을 잃고 바닥으로 떨어져 사망 [유발요인] 재해자가 철거예정 건물 외부에 설치된 비계 위에서 비산방진막을 설치하는 작업 중 몸의 중심을 잃고 바닥으로 떨어짐 [대책] ▶ 비계 작업발판 설치 및 단부 내·외측에 안전난간 2단 설치 ▶ 비계와 구조물 사이 추락위험이 있는 구간에는 추락방호망 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대, 안전모 등 개인보호구 착용
5602	건설업	낙하	2023년 3월경 ○○현장에서 외부비계 해체작업 중 상부에서 해체한 부재를 아래로 전달하던 중 낙하하는 부재에 맞아 사망	비계	13. 기타 건설공사	외부비계 해체작업 중 상부에서 해체한 부재를 아래로 전달하던 중 부재를 놓쳐 낙하하는 부재에 맞음	▶ 낙하위험이 있는 부재 하역시 달줄, 달포대 등 양중기구 사용\n▶ 낙하위험 장소에 출입금지 조치 실시\n▶ 작업계획서 작성 및 작업지휘자 배치\n▶ 안전모 등 개인보호구 착용철저	2023년 3월경 ○○현장에서 외부비계 해체작업 중 상부에서 해체한 부재를 아래로 전달하던 중 낙하하는 부재에 맞아 사망 [유발요인] 외부비계 해체작업 중 상부에서 해체한 부재를 아래로 전달하던 중 부재를 놓쳐 낙하하는 부재에 맞음 [대책] ▶ 낙하위험이 있는 부재 하역시 달줄, 달포대 등 양중기구 사용 ▶ 낙하위험 장소에 출입금지 조치 실시 ▶ 작업계획서 작성 및 작업지휘자 배치 ▶ 안전모 등 개인보호구 착용철저
5603	건설업	추락	2022년 12월경 ○○현장에서 건물 측면에 돌출된 지하실 출입통로 상부슬래브 위에서 외부 강관비계 설치작업 중, 자재를 전달 받기위해 슬래브 끝단에 다가가 발을 딛는 순간 끝단 마감재(타일)가 파단되어 지면으로 추락하여 사망	슬라브단부	13. 기타 건설공사	출입통로 상부슬래브 위에서 외부 강관비계 설치작업 중 슬래브 단부에서 추락	▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용\n▶ 안전모 등 개인보호구 착용 철저	2022년 12월경 ○○현장에서 건물 측면에 돌출된 지하실 출입통로 상부슬래브 위에서 외부 강관비계 설치작업 중, 자재를 전달 받기위해 슬래브 끝단에 다가가 발을 딛는 순간 끝단 마감재(타일)가 파단되어 지면으로 추락하여 사망 [유발요인] 출입통로 상부슬래브 위에서 외부 강관비계 설치작업 중 슬래브 단부에서 추락 [대책] ▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용 ▶ 안전모 등 개인보호구 착용 철저
5604	건설업	추락	2023년 2월경 ○○현장에서 시스템비계의 수직재를 해체하여 지상으로 내리는 작업을 하던 중 몸의 중심을 잃고 추락하여 사망	비계	13. 기타 건설공사	시스템비계의 수직재를 해체하여 지상으로 내리는 작업을 하던 중 몸의 중심을 잃고 추락	▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 및 안전방망 설치가 곤란한 경우 안전대의 부착설비 설치 및 안전대 착용\n▶ 자재를 내릴 때 달줄 또는 달포대를 사용하거나 비계 작업발판 상하로 근로자를 위치하여 자재를 전달\n▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토	2023년 2월경 ○○현장에서 시스템비계의 수직재를 해체하여 지상으로 내리는 작업을 하던 중 몸의 중심을 잃고 추락하여 사망 [유발요인] 시스템비계의 수직재를 해체하여 지상으로 내리는 작업을 하던 중 몸의 중심을 잃고 추락 [대책] ▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 및 안전방망 설치가 곤란한 경우 안전대의 부착설비 설치 및 안전대 착용 ▶ 자재를 내릴 때 달줄 또는 달포대를 사용하거나 비계 작업발판 상하로 근로자를 위치하여 자재를 전달 ▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토
5605	건설업	낙하	2023년 3월경 ○○현장에서 시스템비계 작업발판을 해체하여 인력으로 이어받아 내리던 중 작업발판이 낙하하여 작업자가 맞아 사망	작업발판/가설계단	13. 기타 건설공사	시스템비계 작업발판을 해체하여 인력으로 이어받아 내리던 중 작업발판이 낙하	▶ 낙하위험이 있는 부재 하역시 달줄, 달포대 등 양중기구 사용\n▶ 낙하위험 장소에 출입금지 조치 실시\n▶ 작업계획서 작성 및 작업지휘자 배치\n▶ 안전모 등 개인보호구 착용철저	2023년 3월경 ○○현장에서 시스템비계 작업발판을 해체하여 인력으로 이어받아 내리던 중 작업발판이 낙하하여 작업자가 맞아 사망 [유발요인] 시스템비계 작업발판을 해체하여 인력으로 이어받아 내리던 중 작업발판이 낙하 [대책] ▶ 낙하위험이 있는 부재 하역시 달줄, 달포대 등 양중기구 사용 ▶ 낙하위험 장소에 출입금지 조치 실시 ▶ 작업계획서 작성 및 작업지휘자 배치 ▶ 안전모 등 개인보호구 착용철저
5606	건설업	추락	2023년 5월경 ○○현장에서 강관비계 해체작업 중 최상단 발판에서 이동하던 중 몸의 중심을 잃고 추락하여 사망	비계	13. 기타 건설공사	강관비계 해체작업 중 최상단 발판에서 이동하던 중 몸의 중심을 잃고 추락	▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토\n▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치\n▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용\n▶ 안전모 등 개인보호구 착용 철저	2023년 5월경 ○○현장에서 강관비계 해체작업 중 최상단 발판에서 이동하던 중 몸의 중심을 잃고 추락하여 사망 [유발요인] 강관비계 해체작업 중 최상단 발판에서 이동하던 중 몸의 중심을 잃고 추락 [대책] ▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토 ▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치 ▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용 ▶ 안전모 등 개인보호구 착용 철저
5607	건설업	추락	2023년 12월경 ○○현장에서 엘리테이터실 비계조립 중 실족하여 약 17m 아래 엘리베이터 피트(PIT) 바닥으로 떨어져 사망	비계	13. 기타 건설공사	엘리테이터실 비계조립 중 몸의 중심을 잃고 추락	▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치 및 선행 안전난간 설치\n▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용\n▶ 안전모 등 개인보호구 착용 철저	2023년 12월경 ○○현장에서 엘리테이터실 비계조립 중 실족하여 약 17m 아래 엘리베이터 피트(PIT) 바닥으로 떨어져 사망 [유발요인] 엘리테이터실 비계조립 중 몸의 중심을 잃고 추락 [대책] ▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치 및 선행 안전난간 설치 ▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용 ▶ 안전모 등 개인보호구 착용 철저
5608	건설업	추락	2023년 8월경 ○○현장에서 비계 철거 작업을 수행하던 재해자가 사다리차의 작업대와 비계가 충돌하며 생긴 충격에 의해 중심을 잃고 바닥으로 추락하여 사망	비계	13. 기타 건설공사	비계 철거 작업을 수행하던 중 사다리차의 작업대와 비계가 충돌하며 생긴 충격에 의해 중심을 잃고 추락	▶ 비계 해체 작업시 안전대 부착설비 설치 및 안전대 착용\n▶ 사다리차를 이용한 자재 운반작업시 작업계획 수립 및 작업지휘자 배치\n▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치 및 선행 안전난간 설치	2023년 8월경 ○○현장에서 비계 철거 작업을 수행하던 재해자가 사다리차의 작업대와 비계가 충돌하며 생긴 충격에 의해 중심을 잃고 바닥으로 추락하여 사망 [유발요인] 비계 철거 작업을 수행하던 중 사다리차의 작업대와 비계가 충돌하며 생긴 충격에 의해 중심을 잃고 추락 [대책] ▶ 비계 해체 작업시 안전대 부착설비 설치 및 안전대 착용 ▶ 사다리차를 이용한 자재 운반작업시 작업계획 수립 및 작업지휘자 배치 ▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판을 설치 및 선행 안전난간 설치
5609	건설업	부딪힘	2023년 10월경 ○○현장에서 외부 강관비계 해체 작업 중, 전도되는 강관비계 기둥(H=6m)에 머리를 맞아 사망	비계	13. 기타 건설공사	외부 강관비계 해체 작업 중, 강관비계 기둥이 전도되며 맞음	▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판 및 안전난간 설치\n▶ 비계 해체 작업시 부재가 넘어지지 않도록 해체 순서에 따라 지탱하는 등 전도방지 조치 실시\n▶ 안전모 등 개인보호구 착용 철저	2023년 10월경 ○○현장에서 외부 강관비계 해체 작업 중, 전도되는 강관비계 기둥(H=6m)에 머리를 맞아 사망 [유발요인] 외부 강관비계 해체 작업 중, 강관비계 기둥이 전도되며 맞음 [대책] ▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판 및 안전난간 설치 ▶ 비계 해체 작업시 부재가 넘어지지 않도록 해체 순서에 따라 지탱하는 등 전도방지 조치 실시 ▶ 안전모 등 개인보호구 착용 철저
5610	건설업	추락	2023년 1월경 ○○현장에서 기계설비 설치를 위한 강관비계 조립작업 중 플로어(체크플레이트 철판)가 미설치된 개구부로 추락 하여 사망	비계	13. 기타 건설공사	기계설비 설치를 위한 강관비계 조립작업 중 플로어(체크플레이트 철판)가 미설치된 개구부로 추락 	▶ 추락할 위험이 있는 개구부에는 안전난간 또는 덮개 등을 충분한 강도를 가진 구조로 튼튼하게 설치\n▶ 안전대 부착설비 설치 및 안전대 착용	2023년 1월경 ○○현장에서 기계설비 설치를 위한 강관비계 조립작업 중 플로어(체크플레이트 철판)가 미설치된 개구부로 추락 하여 사망 [유발요인] 기계설비 설치를 위한 강관비계 조립작업 중 플로어(체크플레이트 철판)가 미설치된 개구부로 추락 [대책] ▶ 추락할 위험이 있는 개구부에는 안전난간 또는 덮개 등을 충분한 강도를 가진 구조로 튼튼하게 설치 ▶ 안전대 부착설비 설치 및 안전대 착용
5611	건설업	추락	2022년 12월경 ○○현장에서 현장 부지 경계 비산방진막(외줄비계 4단) 설치 작업 중 몸의 중심을 잃고 추락하여 사망	비계	13. 기타 건설공사	현장 부지 경계 비산방진막(외줄비계 4단) 설치 작업 중 몸의 중심을 잃고 추락	▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판 및 안전난간 설치\n▶ 비계 상,하 이동 시 안전한게 이동할 수 있게 통로 설치\n▶ 안전대 부착설비 설치 및 안전대 착용\n▶ 안전모 등 개인보호구 착용 철저	2022년 12월경 ○○현장에서 현장 부지 경계 비산방진막(외줄비계 4단) 설치 작업 중 몸의 중심을 잃고 추락하여 사망 [유발요인] 현장 부지 경계 비산방진막(외줄비계 4단) 설치 작업 중 몸의 중심을 잃고 추락 [대책] ▶ 비계 조립·해체 작업하는 경우 폭20cm이상의 발판 및 안전난간 설치 ▶ 비계 상,하 이동 시 안전한게 이동할 수 있게 통로 설치 ▶ 안전대 부착설비 설치 및 안전대 착용 ▶ 안전모 등 개인보호구 착용 철저
5612	건설업	전도	2023년 3월경 ○○현장에서 건물 외부에 조립 중이던 시스템 비계가 넘어지며 재해자가 비계에 매달린 상태로 떨어지거나, 전도된 비계에 깔려 부상	비계	13. 기타 건설공사	건물 외부에 조립 중이던 시스템 비계가 넘어지며 깔림	▶ 연약지반에 비계 설치 시 바닥에 콘크리트 타설 또는 깔판, 깔목 등 지반보강 실시\n▶ 조립도에 따라 벽연결재 설치 간격 준수\n▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토	2023년 3월경 ○○현장에서 건물 외부에 조립 중이던 시스템 비계가 넘어지며 재해자가 비계에 매달린 상태로 떨어지거나, 전도된 비계에 깔려 부상 [유발요인] 건물 외부에 조립 중이던 시스템 비계가 넘어지며 깔림 [대책] ▶ 연약지반에 비계 설치 시 바닥에 콘크리트 타설 또는 깔판, 깔목 등 지반보강 실시 ▶ 조립도에 따라 벽연결재 설치 간격 준수 ▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토
